Maintaining Region,Owning Region,County,Municipality,Device Number,Main Route,Intersecting Route,Location,Device Type,Device Purpose,Device Priority,Maintenance Responsibility,Latitude (UTM Y [Meters]),Longitude (UTM X [Meters])
03-Syracuse,03-Syracuse,ONONDAGA,CLAY-TOWN,03-33-34,NY 031,Morgan Rd,NY 31 @ MORGAN RD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4782238.77,401116.5
03-Syracuse,03-Syracuse,ONONDAGA,CLAY-TOWN,03-33-238P,NY 031,GNM East Driveway,NY 31 @ GREAT NORTHERN MALL (EAST DR),3-COLOR SIGNAL,STANDARD,FULL RESPONSE,STATE RESPONSIBILITY (PERMIT FOR FEE - MAINTAINED BY STATE FORCES),4782180.93,400639.28
03-Syracuse,03-Syracuse,ONONDAGA,CLAY-TOWN,03-33-32M,NY 031,CR 057,NY 31 - MOYERS CORNERS CLOSED LOOP SYSTEM,MASTER,STANDARD,FULL RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4781566.73,397490.74
03-Syracuse,03-Syracuse,ONONDAGA,CLAY-TOWN,03-33-262M,NY 031,Dell Center Rd,NY 31 - CLAY CLOSED LOOP SYSTEM,MASTER,STANDARD,FULL RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4782153.07,398983.37
03-Syracuse,03-Syracuse,ONONDAGA,CLAY-TOWN,03-33-69AENB,NY 481,Erie Canal,NY 481 NB OVER ERIE CANAL BIN 4051011,NAVIGATION LIGHTS,NAVIGATION LIGHTS,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4785047.2,397123.41
03-Syracuse,03-Syracuse,ONONDAGA,CLAY-TOWN,03-33-69AESB,NY 481,Erie Canal,NY 481 SB OVER ERIE CANAL BIN 4051012,NAVIGATION LIGHTS,NAVIGATION LIGHTS,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4785041.04,397118.36
03-Syracuse,03-Syracuse,ONONDAGA,CLAY-TOWN,03-33-311,NY 481 SB,Soule Rd,NY 481 SB @ SOULE RD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4782448.4,399736.07
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-277,Bridge St,Widewaters Pkwy,BRIDGE ST @ WIDEWATERS PKWY,3-COLOR SIGNAL,STANDARD,FULL RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4767273.33,412985.13
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-245,Bridge St,Enterprise Pkwy,BRIDGE ST @ ENTERPRISE PKWY & MARGINAL RD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4767415.16,413110.26
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-277M,Bridge St,Widewaters Pkwy,NY 290 - EAST SYRACUSE CLOSED LOOP SYSTEM,MASTER,STANDARD,FULL RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4767273.33,412985.13
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-195,I 481 NB,Jamesville Rd,I 481 NB @ JAMESVILLE RD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4761867.57,410032.95
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-481N-120,I 481 NB,RR Bridge,I 481 NB @ RR BRIDGE,BEACON,ITS EQUIPMENT SITE,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4768429,414351
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-197,I 481 NB,Rockcut Rd,I 481 NB @ ROCKCUT RD,FLASHER,STANDARD,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4762027.87,408756.57
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-194,I 481 SB,Jamesville Rd,I 481 SB @ JAMESVILLE RD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4761792.51,410004.54
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-481S-130,I 481 SB,RR Bridge,I 481 SB @ RR BRIDGE,BEACON,ITS EQUIPMENT SITE,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4769460,414208
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-136,I 690 EB,Bridge St,I 690 EB @ BRIDGE ST,3-COLOR SIGNAL,STANDARD,FULL RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4767683.11,413115.28
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-93,Midler Ave,New Court Rd,MIDLER AVE @ NEW COURT ROAD (SH 672),3-COLOR SIGNAL,STANDARD,FULL RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4769877.68,409962.95
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-183P,NY 005,Fietta Dr / Hills Plaza,NY 5 (ERIE BLVD) @ MARSHALLS PLAZA (FIETTA DR),3-COLOR SIGNAL,STANDARD,NO RESPONSE,PRIVATE ( PERMIT ),4766618.27,412857.02
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-3,NY 005,Lyndon Dr,NY 5 & NY 92 (GENESEE ST) @ HIGHBRIDGE RD & LYNDON DR,3-COLOR SIGNAL,STANDARD,FULL RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4764479.05,414865.95
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-159,NY 005,Wegman's Drwy,NY 5 & NY 92 (GENESEE ST) @ WEGMANS,3-COLOR SIGNAL,STANDARD,FULL RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4764746.86,414380.46
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-4,NY 005,Genesee St,NY 5 (ERIE BLVD) @ NY 92 (GENESEE ST) & DEWITT FD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4765225.14,413194.25
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-67,NY 005,Grenfell / Shoppingtown,NY 5 (ERIE BLVD) @ SHOPPINGTOWN N DR & GRENFELL RD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4765638.72,413164.42
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-71,NY 005,Bridge St,NY 5 (ERIE BLVD) @ BRIDGE ST & ORRICK RD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4766881.9,412736.32
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-118,NY 005,Kinne Rd,NY 5 (ERIE BLVD) @ KINNE RD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4766105.67,413019.04
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-117,NY 005,Thompson Rd,NY 5 (ERIE BLVD) @ THOMPSON RD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4767549.4,411790.01
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-105,NY 005,Maple Dr,NY 5 & NY 92 (GENESEE ST) @ MAPLE DR,3-COLOR SIGNAL,STANDARD,FULL RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4764914.54,414078.4
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-84,NY 005,South Drive Shoppingtown,NY 5 (ERIE BLVD) @ SHOPPINGTOWN S DRIVE,3-COLOR SIGNAL,STANDARD,FULL RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4765502.74,413199.08
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-135P,NY 005,Hechinger Plaza,NY 5 (ERIE BLVD) @ EMPIRE PLAZA,3-COLOR SIGNAL,STANDARD,NO RESPONSE,PRIVATE ( PERMIT ),4767374.33,412403.65
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-3M,NY 005,Lyndon Dr,NY 5 - LYNDON CORNERS CLOSED LOOP SYSTEM,MASTER,STANDARD,FULL RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4764479.05,414865.95
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-67M,NY 005,Grenfell / Shoppingtown,NY 5 - DEWITT CLOSED LOOP SYSTEM,MASTER,STANDARD,FULL RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4765632.72,413129.24
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-5,NY 092,Jamesville Rd,NY 92 (GENESEE ST) @ JAMESVILLE RD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4765282.65,413011.24
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-63SB,NY 092,Terrace Dr,NY 92 W OF TERRACE DR (HOLY CROSS SCHOOL),BEACON,SCHOOL,NO RESPONSE,LOCAL PUBLIC BODY ( PERMIT ),4765452.49,412421.89
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-64SB,NY 092,Paddock Rd,NY 92 E OF PADDOCK DR (HOLY CROSS SCHOOL),BEACON,SCHOOL,NO RESPONSE,LOCAL PUBLIC BODY ( PERMIT ),4765375.59,412679.25
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-225,NY 173,Jamesville Rd,NY 173 @ JAMESVILLE RD (JAMESVILLE),3-COLOR SIGNAL,STANDARD,FULL RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4760450.67,412718.27
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-30SB,NY 173,Penitentiary Hill,NY 173 @ PENITENTIARY HILL,BEACON,SIGN,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4760301.41,413425.73
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-40SB,NY 173,Penitentiary Hill,NY 173 @ PENETENTIARY HILL (EAST),BEACON,SIGN,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4760354.59,413759.33
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-35,NY 290,NY 635,NY 290 (JAMES ST) @ NY 635 (THOMPSON ROAD),3-COLOR SIGNAL,STANDARD,FULL RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4769118.61,411218.22
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-308P,NY 290,Wegman's Drwy,NY 290 (JAMES ST) @ WEGMAN'S,3-COLOR SIGNAL,STANDARD,FULL RESPONSE,STATE RESPONSIBILITY (PERMIT FOR FEE - MAINTAINED BY STATE FORCES),4769130.72,411432.73
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-201,NY 290,Butternut Dr,NY 290 @ BUTTERNUT DR,3-COLOR SIGNAL,STANDARD,FULL RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4768328.88,414814.02
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-266,NY 290,E 1st St,NY 290 @ E FIRST ST & WALMART,3-COLOR SIGNAL,STANDARD,FULL RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4768411.57,413544.6
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-298,NY 290,Basile Rowe,NY 290 @ BASILE ROWE,3-COLOR SIGNAL,STANDARD,FULL RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4768417.8,413783.56
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-201M,NY 290,Butternut Dr,NY 290 - DEWITT CLOSED LOOP SYSTEM,MASTER,STANDARD,FULL RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4768328.88,414814.02
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-92,NY 298,Deere Rd,NY 298 @ DEERE RD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4771237.71,410147.77
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-306P,NY 298,Loucks Rd,NY 298 @ LOUCKS RD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE,STATE RESPONSIBILITY (PERMIT FOR FEE - MAINTAINED BY STATE FORCES),4772814.4,413082.99
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-208,NY 298,Northern Blvd,NY 298 @ NORTHERN BLVD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4772515.47,412409.97
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-179,NY 298,Fly Rd,NY 298 @ FLY RD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4772979.84,413727.62
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-297,NY 298,I 481 SB,NY 298 @ I 481 SB,3-COLOR SIGNAL,STANDARD,FULL RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4773065.82,414229.69
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-111,NY 298,New Venture Gear Dr,NY 298 @ NEW VENTURE GEAR DR,3-COLOR SIGNAL,STANDARD,FULL RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4771380.79,412240.39
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-296P,NY 298,Collamer Park,NY 298 @ COLLAMER PARK,3-COLOR SIGNAL,STANDARD,FULL RESPONSE,STATE RESPONSIBILITY (PERMIT FOR FEE - MAINTAINED BY STATE FORCES),4773097.5,414667.32
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-161,NY 298,CR 086 (Kinne St),NY 298 @ CR 86 (KINNE ST),3-COLOR SIGNAL,STANDARD,FULL RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4771113.22,412153.23
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-293,NY 298,I 481 NB,NY 298 @ I 481 NB,3-COLOR SIGNAL,STANDARD,FULL RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4773157,414498.52
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-154,NY 298,Ridings Rd,NY 298 @ RIDINGS RD,3-COLOR SIGNAL,STANDARD,FULL RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4771213.39,409755.29
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-179M,NY 298,Fly Rd,NY 298 - DEWITT CLOSED LOOP SYSTEM,MASTER,STANDARD,FULL RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4772979.84,413727.62
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-1008,NY 298,Carrier Circle,COURT ST RD NB E SHOULDER,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4771085.77,411095.12
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-2033,NY 298,Military Circle,MILITARY CIRCLE N SHOULDER,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4771232.94,409377.16
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-2032,NY 298,Military Circle,NY 298 WB N SHOULDER,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4770961.53,409346.51
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-2031,NY 298,Military Circle,NY 298 WB N SHOULDER,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4770973.2,409345.06
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-2030,NY 298,Military Circle,NY 298 WB N SHOULDER,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4770990.71,409343.6
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-2029,NY 298,Military Circle,NY 298 WB N SHOULDER,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4771003.84,409340.68
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-2028,NY 298,Military Circle,NY 298 WB N SHOULDER,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4771019.89,409336.3
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-2027,NY 298,Military Circle,NY 298 WB S SHOULDER,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4771011.14,409329
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-2026,NY 298,Military Circle,NY 298 EB N SHOULDER,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4771187.71,409518.7
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-2025,NY 298,Military Circle,NY 298 EB N SHOULDER,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4771181.87,409502.65
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-2024,NY 298,Military Circle,NY 298 EB N SHOULDER,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4771178.95,409488.06
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-2023,NY 298,Military Circle,NY 298 EB S SHOULDER,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4771168.74,409493.9
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-2022,NY 298,Military Circle,MILITARY CIRCLE NE SHOULDER,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4771187.71,409432.61
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-2021,NY 298,Military Circle,MILITARY CIRCLE NE SHOULDER,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4771177.49,409441.36
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-2020,NY 298,Military Circle,MILITARY CIRCLE E SHOULDER,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4771100.15,409444.28
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-2019,NY 298,Military Circle,MILITARY CIRCLE SE SHOULDER,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4771078.26,409444.28
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-2018,NY 298,Military Circle,MILITARY CIRCLE SE SHOULDER,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4771065.13,409432.61
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-2017,NY 298,Military Circle,MILITARY CIRCLE S SHOULDER,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4771030.11,409333.38
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-2016,NY 298,Military Circle,NY 298 EB W SHOULDER,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4771165.82,409474.93
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-2015,NY 298,Military Circle,NY 298 EB W SHOULDER,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4771151.22,409461.79
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-2014,NY 298,Military Circle,NY 298 EB E SHOULDER,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4771157.06,409480.76
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-2013,NY 298,Military Circle,NY 298 EB E SHOULDER,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4771145.39,409472.01
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-2012,NY 298,Military Circle,NY 298 EB E SHOULDER,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4771129.34,409463.25
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-2011,NY 298,Military Circle,COURT ST RD EXT N SHOULDER,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4770777.66,409336.3
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-2010,NY 298,Military Circle,NY 298 WB W SHOULDER,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4771023.3,409317.82
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-2009,NY 298,Military Circle,NY 298 WB W SHOULDER,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4771038.86,409303.22
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-2008,NY 298,Military Circle,NY 298 WB W SHOULDER,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4771032.05,409311.01
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-2007,NY 298,Military Circle,MILITARY CIRCLE SW SHOULDER,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4771091.4,409260.42
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-2006,NY 298,Military Circle,MILITARY CIRCLE SW SHOULDER,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4771105.02,409256.53
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-2005,NY 298,Military Circle,MILITARY CIRCLE W SHOULDER,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4771164.36,409257.5
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-2004,NY 298,Military Circle,MILITARY CIRCLE NW SHOULDER,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4771161.9,409449.97
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-2003,NY 298,Military Circle,MILITARY CIRCLE NW SHOULDER,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4771142.66,409452.59
03-Syracuse,03-Syracuse,ONONDAGA,DEWITT-TOWN,03-33-2002,NY 298,Military Circle,TOWNLINE RD W SHOULDER,STREET LIGHT,STREET LIGHT,SELECTIVE RESPONSE,STATE  RESPONSIBILITY (STATE OWNED SIGNAL - MAINTAINED BY STATE FORCES),4771240.59,409322.31
